transaction_id,amount,timestamp,description
TXN-8116AEED770E,40387.78,2024-05-11T00:41:13+00:00,Settlement ACC0082
TXN-AE5F973E5E30,37831.9,2024-10-22T13:53:50+00:00,ACH credit ACC0081
TXN-7D55937117CB,41122.64,2024-05-24T06:23:07+00:00,Payment from ACC0049
TXN-DBB045879851,22541.94,2024-08-09T21:55:28+00:00,Wire transfer ACC0036
TXN-47567C6EAB5D,4491.5,2024-10-02T20:03:42+00:00,Deposit ref ACC0017
TXN-2703CA6357DC,20639.75,2024-06-10T18:08:04+00:00,Deposit ref ACC0072
TXN-692F5C633E46,11835.19,2024-05-03T12:00:55+00:00,ACH credit ACC0023
TXN-F0FF30AB9B13,34460.46,2024-10-11T03:23:02+00:00,Settlement ACC0044
TXN-E99FBD621B46,33503.96,2024-06-08T13:00:50+00:00,ACH credit ACC0043
TXN-5E55AC66E1B1,20616.07,2024-03-01T11:23:33+00:00,ACH credit ACC0047
TXN-756440A4FE03,13834.69,2024-02-13T17:38:03+00:00,Deposit ref ACC0028
TXN-6560DFECBA72,21108.84,2024-03-16T21:19:35+00:00,Wire transfer ACC0007
TXN-88C940986FB8,39495.04,2024-05-23T20:34:08+00:00,Settlement ACC0024
TXN-70D1CF7A73AC,6728.93,2024-08-22T06:53:38+00:00,Payment from ACC0057
TXN-C85A92883904,39327.78,2024-12-06T09:12:17+00:00,ACH credit ACC0017
TXN-046974502B7A,42390.23,2024-02-05T07:44:52+00:00,ACH credit ACC0013
TXN-74BF9CD968F2,23128.88,2024-11-12T04:34:58+00:00,Settlement ACC0043
TXN-19CD23B74B8A,49947.59,2024-01-07T04:28:47+00:00,Settlement ACC0083
TXN-DE771EA83B96,26899.41,2024-06-19T03:36:54+00:00,ACH credit ACC0036
TXN-094354A7D3BF,14149.12,2024-04-25T22:44:31+00:00,Deposit ref ACC0001
TXN-D42AB3944AA1,10469.12,2024-08-06T10:02:11+00:00,Settlement ACC0089
TXN-3AD3A21BE325,45850.59,2024-03-17T11:01:29+00:00,Wire transfer ACC0010
TXN-7F892659EE78,36848.53,2024-04-30T16:51:21+00:00,Payment from ACC0074
TXN-F7B899150911,22600.8,2024-04-27T12:42:14+00:00,Wire transfer ACC0048
TXN-CA202DC05ABC,36338.14,2024-03-14T12:59:33+00:00,Settlement ACC0037
TXN-B3E352E1E978,13523.6,2024-11-07T14:07:49+00:00,Payment from ACC0043
TXN-B52D18639184,37476.39,2024-12-25T12:44:39+00:00,Wire transfer ACC0080
TXN-FABA63984812,21591.46,2024-08-17T04:43:33+00:00,Settlement ACC0031
TXN-F7F3367665AB,10010.92,2024-11-10T20:32:17+00:00,Wire transfer ACC0069
TXN-E4044862FF1C,13709.75,2024-03-19T16:59:25+00:00,Payment from ACC0039
TXN-7871438F115C,5575.44,2024-10-14T23:45:05+00:00,ACH credit ACC0082
TXN-F35F73DC69D6,7220.21,2024-07-28T13:33:14+00:00,Deposit ref ACC0053
TXN-3290C8E630AA,42443.79,2024-11-26T20:00:52+00:00,Settlement ACC0065
TXN-605266BB0ECD,16736.08,2024-06-10T04:17:30+00:00,Payment from ACC0014
TXN-5615CE8D6113,1931.12,2024-12-16T02:46:18+00:00,Payment from ACC0048
TXN-7321D7403686,46228.42,2024-10-26T14:01:43+00:00,Wire transfer ACC0087
TXN-3F74DACE7694,25210.46,2024-05-29T09:18:56+00:00,Settlement ACC0042
TXN-5F0881880897,21750.32,2024-10-04T23:24:53+00:00,Payment from ACC0014
TXN-650E9C4FF121,47877.78,2024-11-11T14:09:30+00:00,ACH credit ACC0082
TXN-312BF54C120F,20795.89,2024-07-08T02:10:58+00:00,ACH credit ACC0033
TXN-155B48588E93,26710.84,2024-12-18T05:11:22+00:00,Settlement ACC0080
TXN-6BCCDBA0C390,32591.27,2024-12-10T10:38:53+00:00,ACH credit ACC0091
TXN-9E253B7035AA,4754.73,2024-10-23T17:16:55+00:00,Wire transfer ACC0074
TXN-CED4CF28F22E,30627.06,2024-08-25T18:20:45+00:00,Wire transfer ACC0076
TXN-BF2D244D1247,32069.22,2024-08-14T13:58:30+00:00,Deposit ref ACC0078
TXN-5C2CE0C18B61,7924.23,2024-11-18T06:05:34+00:00,Deposit ref ACC0051
TXN-1617F51A1910,37675.91,2024-12-25T01:06:44+00:00,Wire transfer ACC0078
TXN-42A56A08B3D6,39846.26,2024-08-16T02:11:30+00:00,Settlement ACC0017
TXN-91B963E80C77,29148.3,2024-10-20T16:28:09+00:00,Deposit ref ACC0033
TXN-8BD1F2964FE6,15346.64,2024-06-07T04:05:29+00:00,Wire transfer ACC0020
TXN-A6D246F9157E,20937.09,2024-10-24T07:03:58+00:00,Deposit ref ACC0016
TXN-0F763AA698D2,24191.14,2024-03-12T11:24:49+00:00,Wire transfer ACC0052
TXN-4DB82179C0A3,25948.11,2024-04-16T19:47:16+00:00,Settlement ACC0085
TXN-E6BC4AA4A566,41734.18,2024-05-31T03:12:08+00:00,Deposit ref ACC0073
TXN-627B168898E8,22891.06,2024-09-30T14:38:45+00:00,Deposit ref ACC0092
TXN-F1C309EC38AD,35622.94,2024-06-21T06:18:02+00:00,Payment from ACC0063
TXN-0CE6740EA747,32565.39,2024-05-20T16:11:20+00:00,Deposit ref ACC0095
TXN-4B9C5D0B6419,39800.72,2024-02-28T11:22:49+00:00,Payment from ACC0098
TXN-FA7DCB140C73,20668.25,2024-03-13T20:23:45+00:00,Deposit ref ACC0060
TXN-1B0587C33286,19683.17,2024-06-10T23:52:26+00:00,Payment from ACC0073
TXN-77DA865D7739,28952.13,2024-02-07T12:34:36+00:00,Deposit ref ACC0069
TXN-6229E8E372F2,45376.32,2024-07-05T04:00:47+00:00,Deposit ref ACC0096
TXN-D354E9EC7FAE,48668.12,2024-08-04T02:23:30+00:00,Settlement ACC0097
TXN-31F272A65B35,24984.64,2024-10-06T14:20:48+00:00,Settlement ACC0027
TXN-CE2AB834279E,34555.62,2024-02-23T23:42:15+00:00,Settlement ACC0040
TXN-C480A121485A,24051.8,2024-03-03T05:39:56+00:00,Wire transfer ACC0019
TXN-0174DE87BCD8,22344.52,2024-02-17T12:36:06+00:00,Deposit ref ACC0082
TXN-2D0FA8B97B4B,34987.38,2024-03-05T12:59:43+00:00,ACH credit ACC0030
TXN-C7F5EE2E5E41,23638.29,2024-06-24T17:41:04+00:00,ACH credit ACC0089
TXN-B4D026B9CB5F,946.89,2024-12-23T17:51:22+00:00,Payment from ACC0056
TXN-396C18F629A0,29362.9,2024-05-28T09:32:22+00:00,Settlement ACC0004
TXN-F50A3248D6C6,35612.83,2024-09-05T21:02:53+00:00,Settlement ACC0029
TXN-241103F40CB7,44012.54,2024-10-19T22:07:18+00:00,ACH credit ACC0010
TXN-C1119AC7FEA8,41068.18,2024-04-22T14:01:51+00:00,ACH credit ACC0029
TXN-E8B36AE10EBF,22108.49,2024-01-19T13:07:06+00:00,Deposit ref ACC0028
TXN-CA005AB4C81C,10768.05,2024-06-24T13:59:12+00:00,ACH credit ACC0051
TXN-06E516989AFD,13038.21,2024-12-13T04:33:10+00:00,Deposit ref ACC0071
TXN-8C75B9D03DD6,25199.75,2024-04-22T08:07:50+00:00,Wire transfer ACC0018
TXN-B868D78BB091,9226.05,2024-09-05T20:52:49+00:00,Deposit ref ACC0074
TXN-BC7070D02B2B,44852.6,2024-01-08T20:35:03+00:00,ACH credit ACC0035
TXN-620AAF997F44,28283.07,2024-12-03T05:34:14+00:00,ACH credit ACC0062
TXN-4F01D48D10B0,21216.23,2024-02-10T08:40:05+00:00,Wire transfer ACC0088
TXN-929E81AFA195,20569.8,2024-10-22T21:03:26+00:00,Deposit ref ACC0064
TXN-7DFB6F3B056B,42414.08,2024-05-18T22:00:24+00:00,Deposit ref ACC0090
TXN-C22F038B1F41,34821.99,2024-12-28T23:36:51+00:00,ACH credit ACC0055
TXN-7DC48489C76E,41144.07,2024-11-12T06:25:26+00:00,Wire transfer ACC0071
TXN-FD3564B72EC6,25768.88,2024-02-03T16:27:16+00:00,Settlement ACC0055
TXN-BDDAF16E0979,35718.63,2024-06-23T09:13:01+00:00,Wire transfer ACC0008
TXN-9F4ACE703ED7,28886.78,2024-10-27T16:00:56+00:00,Settlement ACC0040
TXN-0B41A6CBB98F,49147.7,2024-11-08T18:45:22+00:00,Deposit ref ACC0044
TXN-8F51BFF110C2,45636.0,2024-12-17T23:20:49+00:00,Payment from ACC0073
TXN-CF6AE675A2E0,45873.69,2024-09-17T19:45:09+00:00,Wire transfer ACC0089
TXN-8ADEDE68DE0F,3835.59,2024-07-14T22:22:15+00:00,Settlement ACC0011
TXN-2A8BFF86F802,24188.31,2024-09-24T10:43:23+00:00,Deposit ref ACC0012
TXN-B12FBD0B1E3D,20693.76,2024-03-22T11:54:02+00:00,Wire transfer ACC0068
TXN-82AFA77EEE03,43335.94,2024-09-01T23:50:40+00:00,Payment from ACC0090
TXN-959FC1746C26,1625.81,2024-09-19T20:54:28+00:00,Settlement ACC0096
TXN-07E4150E5CAF,5080.41,2024-07-05T05:09:49+00:00,Deposit ref ACC0049
TXN-BECDE8928B89,31461.92,2024-01-17T09:12:04+00:00,Deposit ref ACC0021
TXN-26B7D2473270,35586.16,2024-12-21T05:35:48+00:00,Settlement ACC0012
TXN-55E1E192A726,29687.36,2024-06-24T12:59:45+00:00,Deposit ref ACC0066
TXN-C7CA29B7771B,18515.35,2024-03-22T08:44:49+00:00,ACH credit ACC0021
TXN-F89FD8D3159F,47080.93,2024-02-29T21:11:41+00:00,Wire transfer ACC0076
TXN-BD522976617B,12169.36,2024-11-08T10:45:30+00:00,Wire transfer ACC0037
TXN-0EAD1E0E10D3,34758.12,2024-07-21T23:36:09+00:00,ACH credit ACC0063
TXN-414BCFF2F334,42842.9,2024-10-28T08:59:55+00:00,Deposit ref ACC0080
TXN-C5DE80FAD370,33196.82,2024-02-26T22:50:32+00:00,Settlement ACC0015
TXN-78E022C89187,6427.92,2024-12-01T01:06:08+00:00,Payment from ACC0088
TXN-9C7B0754899A,39419.2,2024-09-10T05:25:34+00:00,Settlement ACC0080
TXN-AAF5323E2673,13941.7,2024-02-14T01:25:03+00:00,Payment from ACC0084
TXN-7B37CDD7B7B5,45462.39,2024-03-22T06:52:47+00:00,Wire transfer ACC0086
TXN-6EE4DA9EA202,20010.13,2024-09-20T06:30:51+00:00,ACH credit ACC0090
TXN-3E317997CE3D,39832.12,2024-02-19T05:39:55+00:00,Payment from ACC0015
TXN-AD4F4B67F91E,41586.51,2024-01-30T19:11:05+00:00,Payment from ACC0048
TXN-3C500294E0F1,40995.09,2024-05-07T03:39:57+00:00,Settlement ACC0099
TXN-C39C3162B67E,22941.09,2024-03-05T05:05:59+00:00,Settlement ACC0045
TXN-80FE7EADC10B,12604.49,2024-02-06T19:05:00+00:00,Deposit ref ACC0022
TXN-7F75D59600BF,30619.91,2024-06-01T18:04:40+00:00,ACH credit ACC0064
TXN-C9E7AB9637AD,1808.8,2024-09-17T22:35:54+00:00,ACH credit ACC0050
TXN-E6A673070B3D,18156.02,2024-10-15T08:49:16+00:00,Settlement ACC0065
TXN-68B79EBED379,1812.7,2024-04-02T22:02:00+00:00,Payment from ACC0087
TXN-83663B60D2A6,37094.91,2024-05-24T18:56:35+00:00,Payment from ACC0055
TXN-3BC982F76F48,6242.83,2024-01-25T22:58:09+00:00,ACH credit ACC0049
TXN-F0F68591F62F,45342.72,2024-12-28T23:26:17+00:00,Deposit ref ACC0099
TXN-9B082FFC3245,10559.15,2024-09-13T11:38:11+00:00,Payment from ACC0081
TXN-FEBC481EF7CD,20169.39,2024-04-08T22:26:10+00:00,Deposit ref ACC0099
TXN-58648B2F2688,5572.22,2024-01-24T07:14:52+00:00,Payment from ACC0037
TXN-3D362344C4FE,6897.14,2024-06-19T02:00:59+00:00,Payment from ACC0071
TXN-2A9907E8D719,45316.91,2024-09-12T12:04:11+00:00,ACH credit ACC0039
TXN-83FB4C44C2C3,2539.76,2024-05-29T04:32:09+00:00,Deposit ref ACC0013
TXN-583157B2DDE3,36106.76,2024-06-07T14:01:53+00:00,Deposit ref ACC0034
TXN-5292AA5FEF4E,43875.09,2024-06-13T00:55:34+00:00,Payment from ACC0037
TXN-C2486F73C8F8,34896.55,2024-10-22T22:39:41+00:00,Wire transfer ACC0100
TXN-4FF6BD79291F,36696.77,2024-02-06T14:24:15+00:00,Wire transfer ACC0037
TXN-CEE97DF6F629,46328.96,2024-08-11T19:59:35+00:00,ACH credit ACC0053
TXN-7CEF3677531C,9454.11,2024-01-22T04:36:10+00:00,Wire transfer ACC0007
TXN-2AB0C2941248,36367.65,2024-10-31T17:36:35+00:00,Settlement ACC0027
TXN-FDF04E0A0C79,35235.96,2024-12-25T10:17:28+00:00,Payment from ACC0025
TXN-4C84F6400B81,49842.46,2024-10-01T09:15:53+00:00,Deposit ref ACC0036
TXN-DDF5CFD76859,7643.58,2024-10-05T08:44:46+00:00,Wire transfer ACC0043
TXN-A4FB95131D1A,25543.87,2024-07-05T21:29:57+00:00,Deposit ref ACC0060
TXN-CBC45672A449,32980.37,2024-06-25T08:06:14+00:00,ACH credit ACC0091
TXN-8DAC61896072,3508.55,2024-03-15T17:54:28+00:00,Payment from ACC0063
TXN-55735C056BBC,21721.6,2024-07-09T13:34:22+00:00,Deposit ref ACC0001
TXN-BD10D684367D,46171.25,2024-07-05T05:26:01+00:00,ACH credit ACC0017
TXN-DB25F7966E8C,5391.97,2024-06-23T13:44:00+00:00,Settlement ACC0042
TXN-6D0850DED1C1,29597.31,2024-04-16T03:56:45+00:00,Payment from ACC0013
TXN-0BBC7BCA2608,26943.04,2024-05-05T16:40:13+00:00,ACH credit ACC0077
TXN-B13923B5C008,34002.25,2024-02-27T06:06:14+00:00,Deposit ref ACC0064
TXN-CC4A50206D78,2226.34,2024-07-31T01:13:01+00:00,ACH credit ACC0018
TXN-2ECA1EE0062A,45575.2,2024-09-30T15:37:08+00:00,ACH credit ACC0029
TXN-6ADEE3929276,44438.32,2024-09-07T21:32:17+00:00,Wire transfer ACC0066
TXN-AF48A605D7C3,16225.49,2024-01-22T19:04:08+00:00,ACH credit ACC0006
TXN-F0EE05F29F7C,39581.72,2024-03-31T12:25:24+00:00,Wire transfer ACC0056
TXN-6C6B03506D23,2308.16,2024-04-11T14:24:31+00:00,ACH credit ACC0057
TXN-2F2646D37DA3,42488.39,2024-01-29T06:48:29+00:00,Settlement ACC0079
TXN-73BF903F69BF,49155.96,2024-06-12T00:58:02+00:00,Settlement ACC0068
TXN-55149C13E48B,13780.76,2024-05-07T04:14:11+00:00,Payment from ACC0087
TXN-2125A312F526,18884.05,2024-05-15T04:23:33+00:00,Wire transfer ACC0077
TXN-72141C662A3A,6794.71,2024-10-13T14:53:12+00:00,Wire transfer ACC0092
TXN-93EEECF77D12,48896.53,2024-02-18T14:19:38+00:00,Wire transfer ACC0049
TXN-D081E795C659,26812.61,2024-09-06T02:13:25+00:00,Payment from ACC0077
TXN-306E68E5DF69,14037.4,2024-02-13T03:36:48+00:00,Settlement ACC0008
TXN-3AD7CA8C5565,29081.96,2024-07-02T19:06:26+00:00,Deposit ref ACC0085
TXN-F35AD884F457,5332.46,2024-05-27T21:58:07+00:00,Wire transfer ACC0067
TXN-C9833ABA3301,23661.95,2024-09-12T05:14:32+00:00,ACH credit ACC0077
TXN-01F6B89CB7EE,38146.01,2024-05-26T11:51:09+00:00,Settlement ACC0071
TXN-10618605EA6F,31311.98,2024-07-22T17:31:29+00:00,Settlement ACC0022
TXN-5A981928D136,12313.03,2024-05-06T16:24:36+00:00,Wire transfer ACC0054
TXN-79E52E9A198D,46379.47,2024-08-23T22:44:29+00:00,Settlement ACC0092
TXN-5166702E0CE4,25953.15,2024-12-25T07:53:26+00:00,Settlement ACC0078
TXN-B692E006F826,45824.78,2024-07-09T18:19:03+00:00,Wire transfer ACC0089
TXN-1E0E154F630F,20276.78,2024-07-14T03:49:48+00:00,ACH credit ACC0021
TXN-2413DE7FFC70,37088.49,2024-07-23T07:28:21+00:00,Payment from ACC0017
TXN-70C4EDA99139,41627.55,2024-11-15T02:10:55+00:00,ACH credit ACC0044
TXN-994591A9781C,20046.25,2024-07-15T17:58:19+00:00,Settlement ACC0075
TXN-B0FC896B2B68,13709.09,2024-02-01T02:32:07+00:00,Settlement ACC0005
TXN-82E82DF2F37B,38329.29,2024-05-06T14:39:45+00:00,Settlement ACC0065
TXN-CDCA2C7D42BC,39768.69,2024-08-08T01:40:35+00:00,ACH credit ACC0056
TXN-66777E6A4AA9,32969.71,2024-08-28T08:20:41+00:00,ACH credit ACC0094
TXN-FDF9C7D7E6F9,26978.35,2024-10-23T03:02:11+00:00,Deposit ref ACC0006
TXN-499E003E6D62,49863.18,2024-01-12T10:00:40+00:00,Deposit ref ACC0004
TXN-EFB7F408A74B,18801.83,2024-06-04T11:11:00+00:00,Wire transfer ACC0095
TXN-AB7C0BD04DC9,33410.38,2024-11-09T20:47:06+00:00,Deposit ref ACC0011
TXN-401087E7FFBB,4704.57,2024-04-28T07:05:56+00:00,ACH credit ACC0100
TXN-122873E13C36,12023.79,2024-07-03T21:30:33+00:00,Settlement ACC0098
TXN-DE2E958BD18E,16883.24,2024-06-02T05:56:59+00:00,Payment from ACC0038
TXN-2C1B928F1161,43972.88,2024-12-29T21:12:53+00:00,Wire transfer ACC0036
TXN-0B7A69D6BFD0,20309.2,2024-08-29T11:35:36+00:00,Settlement ACC0082
TXN-FAF02CDD21E3,17096.99,2024-12-10T20:07:09+00:00,Settlement ACC0010
TXN-E136E14910C0,40059.39,2024-10-09T08:53:20+00:00,Settlement ACC0035
TXN-AAE0D4D2AB0C,8879.52,2024-09-22T02:50:30+00:00,Payment from ACC0058
TXN-9B057D245FDF,47684.73,2024-10-03T23:28:43+00:00,ACH credit ACC0020
TXN-422415EC5B19,22725.17,2024-06-13T17:07:42+00:00,Deposit ref ACC0024
TXN-FAD9CAAF4715,31202.28,2024-08-17T06:00:11+00:00,ACH credit ACC0068
TXN-5031A04C0759,39100.9,2024-05-06T13:28:47+00:00,Settlement ACC0074
TXN-66CD789B45FE,43887.75,2024-01-10T10:16:06+00:00,Deposit ref ACC0077
TXN-C32E3F3B219B,36197.72,2024-04-16T19:55:30+00:00,Deposit ref ACC0047
TXN-CA26BF37CCA7,37100.91,2024-11-10T16:43:36+00:00,Wire transfer ACC0020
TXN-01BC4B9E4F21,40183.07,2024-06-10T16:37:13+00:00,Settlement ACC0064
TXN-4586A0DB9C26,33758.81,2024-05-10T11:26:37+00:00,Settlement ACC0089
TXN-7A511DB2ED35,1860.49,2024-06-04T05:17:27+00:00,Settlement ACC0038
TXN-43A9AAAE8D1D,20938.79,2024-07-12T01:19:45+00:00,Deposit ref ACC0050
TXN-A5FE97ABC36E,48479.03,2024-07-29T06:32:22+00:00,Wire transfer ACC0054
TXN-1285A70328E1,31841.75,2024-01-11T21:01:21+00:00,Wire transfer ACC0033
TXN-86BED4381747,40118.77,2024-03-03T01:33:34+00:00,Wire transfer ACC0013
TXN-361ED60A0F80,19300.42,2024-04-03T15:02:41+00:00,Settlement ACC0064
TXN-06F74A40A3C9,36171.39,2024-08-21T09:11:04+00:00,ACH credit ACC0033
TXN-903CD3780BD9,26368.66,2024-09-08T08:34:40+00:00,Deposit ref ACC0064
TXN-2AD2DDAF0597,17274.15,2024-05-12T14:54:34+00:00,Payment from ACC0049
TXN-97C7B54A5C49,718.42,2024-09-15T01:32:43+00:00,Settlement ACC0067
TXN-BF7CDA0837EB,33392.63,2024-06-29T17:47:44+00:00,ACH credit ACC0008
TXN-ADA1A07ABA07,18184.35,2024-07-30T10:25:43+00:00,Wire transfer ACC0039
TXN-6AB47773F680,19546.1,2024-07-09T16:47:46+00:00,Payment from ACC0027
TXN-BE6BE367742E,36048.78,2024-07-31T07:51:29+00:00,Payment from ACC0055
TXN-6665E3DAAB4C,38287.75,2024-12-25T16:18:53+00:00,ACH credit ACC0049
TXN-967FE01F9571,28270.25,2024-10-26T22:21:11+00:00,Deposit ref ACC0043
TXN-FFE616658FE9,12641.56,2024-02-29T20:43:08+00:00,Settlement ACC0031
TXN-47DB42C06096,2815.19,2024-01-04T16:04:55+00:00,Wire transfer ACC0061
TXN-CB6C8041DD7C,3255.64,2024-07-01T20:19:51+00:00,Wire transfer ACC0071
TXN-113D2267D5EB,29222.98,2024-10-25T04:13:02+00:00,ACH credit ACC0029
TXN-76524B600840,26876.3,2024-05-31T11:00:11+00:00,Wire transfer ACC0005
TXN-9F4C51429D93,23853.95,2024-12-15T12:38:43+00:00,Wire transfer ACC0052
TXN-9533A2367D71,47262.33,2024-08-16T04:33:54+00:00,ACH credit ACC0057
TXN-F26F4BD2F95D,21383.51,2024-10-28T10:50:44+00:00,Payment from ACC0032
TXN-885B35B2F943,7712.35,2024-05-12T02:06:35+00:00,Settlement ACC0065
TXN-207B627687EE,4150.4,2024-11-19T22:02:38+00:00,Payment from ACC0017
TXN-624D2B0A7EA9,28414.65,2024-08-21T10:26:51+00:00,Settlement ACC0041
TXN-5BE30B80138D,20545.65,2024-06-08T00:11:49+00:00,Deposit ref ACC0068
TXN-1613A586817D,11693.82,2024-08-15T23:16:13+00:00,Deposit ref ACC0061
TXN-677719593F94,32358.18,2024-05-09T22:46:05+00:00,Wire transfer ACC0020
TXN-F8C066665059,42405.01,2024-11-06T12:28:47+00:00,Deposit ref ACC0095
TXN-4DCD10FFE196,6738.93,2024-03-12T05:53:06+00:00,Deposit ref ACC0090
TXN-AB7D56574374,16060.43,2024-10-31T04:35:43+00:00,Payment from ACC0080
TXN-9757B06F39ED,17170.14,2024-11-08T08:26:24+00:00,Payment from ACC0002
TXN-09B1B70AD0EE,21979.38,2024-04-08T18:18:10+00:00,Deposit ref ACC0036
TXN-DF7548B374E7,23481.49,2024-08-22T07:26:18+00:00,ACH credit ACC0019
TXN-94581C718094,15239.85,2024-06-02T16:06:59+00:00,ACH credit ACC0018
TXN-3590533B6871,2137.32,2024-06-08T08:56:20+00:00,Deposit ref ACC0019
TXN-0F0948DADC1B,44091.5,2024-07-09T21:17:48+00:00,Settlement ACC0027
TXN-CD768AB6CC57,1639.65,2024-10-09T01:13:53+00:00,Wire transfer ACC0075
TXN-24653E39CF76,27586.66,2024-01-05T14:27:32+00:00,Payment from ACC0069
TXN-ADA8F8B575EC,25236.78,2024-02-19T15:45:15+00:00,Settlement ACC0092
TXN-7DD505D66DE8,48886.87,2024-10-04T01:05:08+00:00,Deposit ref ACC0008
TXN-06FBA6C323EE,19761.71,2024-09-13T14:23:10+00:00,Payment from ACC0049
TXN-15B22738AD3E,17170.29,2024-08-25T19:40:41+00:00,Payment from ACC0090
TXN-9E8146C5502D,28789.71,2024-11-12T09:45:31+00:00,Deposit ref ACC0066
TXN-CB3581A4A050,32904.03,2024-06-19T10:34:47+00:00,Payment from ACC0043
TXN-3DDD243319CB,28744.85,2024-09-28T13:45:12+00:00,ACH credit ACC0046
TXN-E4E3C4B01974,27283.67,2024-01-08T16:29:14+00:00,Settlement ACC0073
TXN-2D46BFFF4704,33247.46,2024-01-10T09:37:39+00:00,Payment from ACC0100
TXN-8308D5A6CF75,41844.12,2024-01-28T20:08:12+00:00,Deposit ref ACC0079
TXN-97A3D8A43DE1,2141.16,2024-12-18T06:23:50+00:00,ACH credit ACC0057
TXN-473C4CD555AA,19771.67,2024-07-28T01:15:13+00:00,Settlement ACC0014
TXN-DA7A69B3AB8A,15762.47,2024-01-27T23:21:50+00:00,Wire transfer ACC0022
TXN-C3A8B9F1BBF7,7910.7,2024-01-12T06:54:27+00:00,Settlement ACC0023
TXN-17292DD8C800,32833.94,2024-10-25T20:34:04+00:00,ACH credit ACC0006
TXN-7BF810979932,43490.63,2024-03-29T01:09:42+00:00,Deposit ref ACC0016
TXN-FA9EAF81644F,3122.66,2024-11-19T11:06:30+00:00,Settlement ACC0054
TXN-31AC20062FE9,3822.65,2024-08-07T11:39:47+00:00,Wire transfer ACC0089
TXN-6D2929CD51FD,24701.21,2024-12-16T13:42:46+00:00,Payment from ACC0009
TXN-AE5CF9CE4F1B,3256.3,2024-07-29T13:24:12+00:00,ACH credit ACC0091
TXN-3A4F8939C31E,37523.58,2024-04-07T20:09:46+00:00,Unrecognised credit TXN-3A4F
TXN-8D0DB7C443A4,9318.09,2024-10-13T01:46:35+00:00,ACH credit ACC0092
TXN-505BAE56D77D,16376.31,2024-10-20T04:45:55+00:00,Intl wire fee GBP ACC0018
TXN-4B04FA648450,16668.37,2024-10-04T15:00:34+00:00,Settlement ACC0010
TXN-862F95B5E68F,41807.64,2024-01-19T17:34:59+00:00,Payment from ACC0084
TXN-0B06543A3448,45.98,2024-09-04T18:50:02+00:00,Deposit ref ACC0059
TXN-A7646B06CF97,46508.67,2024-04-27T20:19:36+00:00,Settlement ACC0036
TXN-64B0B2D681D6,38029.07,2024-01-04T16:36:27+00:00,Payment from ACC0087
TXN-AEB489DFD16A,4834.21,2024-02-18T01:50:22+00:00,Deposit ref ACC0097
TXN-2321A64980F7,34094.97,2024-06-04T14:00:02+00:00,Payment from ACC0043
TXN-A280678122C2,49147.53,2024-12-04T12:02:44+00:00,Settlement ACC0034
TXN-1E0564A22D00,8108.35,2024-03-29T15:08:43+00:00,ACH credit ACC0011
TXN-46D1A597BE2D,23931.77,2024-03-11T18:57:14+00:00,Wire transfer ACC0090
TXN-BFA4BF721399,47766.13,2024-01-31T16:36:27+00:00,ACH credit ACC0037
TXN-7F2A31F43656,24450.79,2024-04-16T08:54:33+00:00,Settlement ACC0063
TXN-C37E434D31A3,38202.92,2024-08-08T22:06:53+00:00,Settlement ACC0063
TXN-78DF4F547461,19715.3,2024-07-31T04:38:28+00:00,Wire transfer ACC0067
TXN-4853E6F954A8,23813.16,2024-04-22T15:19:59+00:00,ACH credit ACC0026
TXN-44C77EA423AB,6214.91,2024-05-23T21:53:45+00:00,Settlement ACC0093
TXN-B1BF31D684EF,32638.47,2024-06-06T07:48:16+00:00,Settlement ACC0041
TXN-DDA124B98E0F,45416.04,2024-11-10T00:13:24+00:00,Wire transfer ACC0082
TXN-DDE63CC3E1A2,23449.03,2024-07-15T22:55:18+00:00,Settlement ACC0049
TXN-25C9D7E9E8C7,45507.47,2024-10-13T23:40:25+00:00,Wire transfer ACC0023
TXN-D494597725B6,7471.07,2024-05-22T21:15:51+00:00,Wire transfer ACC0034
TXN-EE879DAB0EA2,3170.22,2024-11-15T22:53:18+00:00,Settlement ACC0083
TXN-4D151B867AB8,16022.62,2024-06-22T22:46:23+00:00,Wire transfer ACC0037
TXN-03D257D2DBCA,21954.56,2024-12-13T07:25:37+00:00,Deposit ref ACC0013
TXN-6CCFEA9AC043,13817.76,2024-02-25T13:38:00+00:00,ACH credit ACC0099
TXN-96A1D0CCB74B,23921.3,2024-12-30T08:36:19+00:00,FX transfer EUR ACC0059
TXN-EB90A4B51733,44861.15,2024-12-10T14:04:27+00:00,Payment from ACC0001
TXN-6C9D46219721,30619.38,2024-06-06T04:45:18+00:00,Payment from ACC0081
TXN-9B6A03C751AE,26975.56,2024-05-15T21:52:00+00:00,Wire transfer ACC0096
TXN-D2E5C8DA4ACF,3671.67,2024-03-10T03:00:25+00:00,ACH credit ACC0012
TXN-1E5ADBA4E2A0,30909.24,2024-01-12T18:17:06+00:00,Settlement ACC0054
TXN-877C99981116,32698.87,2024-02-27T17:21:35+00:00,ACH credit ACC0061
TXN-28D402D2C353,33265.47,2024-12-08T20:30:58+00:00,Payment from ACC0090
TXN-B8992557B063,35362.07,2024-08-06T06:00:29+00:00,Deposit ref ACC0023
TXN-EA1300B6B2C3,21460.83,2024-12-30T19:45:55+00:00,Settlement ACC0074
TXN-A6C00237E023,3257.31,2024-08-10T02:34:35+00:00,Wire transfer ACC0048
